,scientific_name,park_name,observations,category,common_names,conservation_status
9783,Strix nebulosa,Yellowstone National Park,244,Bird,Great Gray Owl,
9784,Strix nebulosa,Great Smoky Mountains National Park,51,Bird,"Great Gray Owl, Great Grey Owl",
9785,Strix nebulosa,Great Smoky Mountains National Park,51,Bird,Great Gray Owl,
9786,Strix nebulosa,Yosemite National Park,117,Bird,"Great Gray Owl, Great Grey Owl",
9787,Strix nebulosa,Yosemite National Park,117,Bird,Great Gray Owl,
9788,Strix nebulosa,Great Smoky Mountains National Park,69,Bird,"Great Gray Owl, Great Grey Owl",
9789,Strix nebulosa,Great Smoky Mountains National Park,69,Bird,Great Gray Owl,
9790,Strix nebulosa,Bryce National Park,105,Bird,"Great Gray Owl, Great Grey Owl",
9791,Strix nebulosa,Bryce National Park,105,Bird,Great Gray Owl,
9792,Strix nebulosa,Yellowstone National Park,251,Bird,"Great Gray Owl, Great Grey Owl",
9793,Strix nebulosa,Yellowstone National Park,251,Bird,Great Gray Owl,
9794,Strix nebulosa,Bryce National Park,146,Bird,"Great Gray Owl, Great Grey Owl",
9795,Strix nebulosa,Bryce National Park,146,Bird,Great Gray Owl,
9796,Carex hassei,Yosemite National Park,181,Vascular Plant,"Hasse's Sedge, Salt Sedge, Saltsedge",
9797,Carex hassei,Yellowstone National Park,248,Vascular Plant,"Hasse's Sedge, Salt Sedge, Saltsedge",
9798,Carex hassei,Bryce National Park,106,Vascular Plant,"Hasse's Sedge, Salt Sedge, Saltsedge",
9799,Carex hassei,Great Smoky Mountains National Park,108,Vascular Plant,"Hasse's Sedge, Salt Sedge, Saltsedge",
9800,Solanum lycopersicum var. lycopersicum,Bryce National Park,94,Vascular Plant,Garden Tomato,
9801,Solanum lycopersicum var. lycopersicum,Great Smoky Mountains National Park,77,Vascular Plant,Garden Tomato,
9802,Solanum lycopersicum var. lycopersicum,Yellowstone National Park,251,Vascular Plant,Garden Tomato,
9803,Solanum lycopersicum var. lycopersicum,Yosemite National Park,142,Vascular Plant,Garden Tomato,
9804,Mimulus filicaulis,Bryce National Park,87,Vascular Plant,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
9805,Mimulus filicaulis,Yosemite National Park,119,Vascular Plant,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
9806,Mimulus filicaulis,Yellowstone National Park,197,Vascular Plant,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
9807,Mimulus filicaulis,Great Smoky Mountains National Park,61,Vascular Plant,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
9808,Ranunculus hispidus,Great Smoky Mountains National Park,113,Vascular Plant,"Bristly Buttercup, Hispid Buttercup",
9809,Ranunculus hispidus,Yosemite National Park,140,Vascular Plant,"Bristly Buttercup, Hispid Buttercup",
9810,Ranunculus hispidus,Bryce National Park,78,Vascular Plant,"Bristly Buttercup, Hispid Buttercup",
9811,Ranunculus hispidus,Yellowstone National Park,222,Vascular Plant,"Bristly Buttercup, Hispid Buttercup",
9812,Collinsia bartsiifolia var. davidsonii,Yellowstone National Park,240,Vascular Plant,Davidson's Blue Eyed Mary,
9813,Collinsia bartsiifolia var. davidsonii,Great Smoky Mountains National Park,89,Vascular Plant,Davidson's Blue Eyed Mary,
9814,Collinsia bartsiifolia var. davidsonii,Yosemite National Park,136,Vascular Plant,Davidson's Blue Eyed Mary,
9815,Collinsia bartsiifolia var. davidsonii,Bryce National Park,95,Vascular Plant,Davidson's Blue Eyed Mary,
9816,Pentagramma pallida,Bryce National Park,119,Vascular Plant,Pale Silverback Fern,
9817,Pentagramma pallida,Great Smoky Mountains National Park,52,Vascular Plant,Pale Silverback Fern,
9818,Pentagramma pallida,Yosemite National Park,180,Vascular Plant,Pale Silverback Fern,
9819,Pentagramma pallida,Yellowstone National Park,210,Vascular Plant,Pale Silverback Fern,
9820,Hyla versicolor,Bryce National Park,92,Amphibian,Gray Treefrog,
9821,Hyla versicolor,Yellowstone National Park,251,Amphibian,Gray Treefrog,
9822,Hyla versicolor,Great Smoky Mountains National Park,47,Amphibian,Gray Treefrog,
9823,Hyla versicolor,Yosemite National Park,156,Amphibian,Gray Treefrog,
9824,Pachysandra terminalis,Bryce National Park,146,Vascular Plant,Pachysandra,
9825,Pachysandra terminalis,Yosemite National Park,127,Vascular Plant,Pachysandra,
9826,Pachysandra terminalis,Great Smoky Mountains National Park,52,Vascular Plant,Pachysandra,
9827,Pachysandra terminalis,Yellowstone National Park,243,Vascular Plant,Pachysandra,
9828,Vaccinium macrocarpon,Yellowstone National Park,275,Vascular Plant,Cranberry,
9829,Vaccinium macrocarpon,Yosemite National Park,163,Vascular Plant,Cranberry,
9830,Vaccinium macrocarpon,Great Smoky Mountains National Park,99,Vascular Plant,Cranberry,
9831,Vaccinium macrocarpon,Bryce National Park,60,Vascular Plant,Cranberry,
9832,Spigelia marilandica,Bryce National Park,115,Vascular Plant,"Indian Pink, Woodland Pinkroot",
9833,Spigelia marilandica,Yellowstone National Park,287,Vascular Plant,"Indian Pink, Woodland Pinkroot",
9834,Spigelia marilandica,Great Smoky Mountains National Park,110,Vascular Plant,"Indian Pink, Woodland Pinkroot",
9835,Spigelia marilandica,Yosemite National Park,149,Vascular Plant,"Indian Pink, Woodland Pinkroot",
9836,Equisetum fluviatile,Yosemite National Park,122,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
9837,Equisetum fluviatile,Great Smoky Mountains National Park,56,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
9838,Equisetum fluviatile,Bryce National Park,88,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
9839,Equisetum fluviatile,Yellowstone National Park,253,Vascular Plant,"Pipes, River Horsetail, Water Horsetail",
9840,Woodwardia virginica,Yosemite National Park,144,Vascular Plant,"Virginia Chain Fern, Virginia Chainfern",
9841,Woodwardia virginica,Great Smoky Mountains National Park,85,Vascular Plant,"Virginia Chain Fern, Virginia Chainfern",
9842,Woodwardia virginica,Bryce National Park,101,Vascular Plant,"Virginia Chain Fern, Virginia Chainfern",
9843,Woodwardia virginica,Yellowstone National Park,213,Vascular Plant,"Virginia Chain Fern, Virginia Chainfern",
9844,Brachythecium plumosum,Yosemite National Park,156,Nonvascular Plant,Brachythecium Moss,
9845,Brachythecium plumosum,Bryce National Park,86,Nonvascular Plant,Brachythecium Moss,
9846,Brachythecium plumosum,Great Smoky Mountains National Park,92,Nonvascular Plant,Brachythecium Moss,
9847,Brachythecium plumosum,Yellowstone National Park,281,Nonvascular Plant,Brachythecium Moss,
9848,Pituophis catenifer catenifer,Bryce National Park,98,Reptile,Pacific Gopher Snake,
9849,Pituophis catenifer catenifer,Yellowstone National Park,261,Reptile,Pacific Gopher Snake,
9850,Pituophis catenifer catenifer,Yosemite National Park,115,Reptile,Pacific Gopher Snake,
9851,Pituophis catenifer catenifer,Great Smoky Mountains National Park,53,Reptile,Pacific Gopher Snake,
9852,Otus flammeolus,Bryce National Park,137,Bird,Flammulated Owl,
9853,Otus flammeolus,Yellowstone National Park,283,Bird,Flammulated Owl,
9854,Otus flammeolus,Yosemite National Park,127,Bird,Flammulated Owl,
9855,Otus flammeolus,Great Smoky Mountains National Park,79,Bird,Flammulated Owl,
9856,Vermivora peregrina,Bryce National Park,125,Bird,Tennessee Warbler,
9857,Vermivora peregrina,Yellowstone National Park,246,Bird,Tennessee Warbler,
9858,Vermivora peregrina,Yosemite National Park,171,Bird,Tennessee Warbler,
9859,Vermivora peregrina,Great Smoky Mountains National Park,71,Bird,Tennessee Warbler,
9860,Setophaga citrina,Yellowstone National Park,232,Bird,Hooded Warbler,
9861,Setophaga citrina,Yosemite National Park,149,Bird,Hooded Warbler,
9862,Setophaga citrina,Bryce National Park,87,Bird,Hooded Warbler,
9863,Setophaga citrina,Great Smoky Mountains National Park,86,Bird,Hooded Warbler,
9864,Osmorhiza longistylis,Yellowstone National Park,284,Vascular Plant,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
9865,Osmorhiza longistylis,Yosemite National Park,127,Vascular Plant,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
9866,Osmorhiza longistylis,Bryce National Park,79,Vascular Plant,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
9867,Osmorhiza longistylis,Great Smoky Mountains National Park,87,Vascular Plant,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
9868,Sematophyllum marylandicum,Yellowstone National Park,226,Nonvascular Plant,Maryland Sematophyllum Moss,
9869,Sematophyllum marylandicum,Yosemite National Park,166,Nonvascular Plant,Maryland Sematophyllum Moss,
9870,Sematophyllum marylandicum,Bryce National Park,102,Nonvascular Plant,Maryland Sematophyllum Moss,
9871,Sematophyllum marylandicum,Great Smoky Mountains National Park,92,Nonvascular Plant,Maryland Sematophyllum Moss,
9872,Gaultheria humifusa,Bryce National Park,70,Vascular Plant,"Alpine Spicywintergreen, Western Wintergreen",
9873,Gaultheria humifusa,Yosemite National Park,144,Vascular Plant,"Alpine Spicywintergreen, Western Wintergreen",
9874,Gaultheria humifusa,Great Smoky Mountains National Park,106,Vascular Plant,"Alpine Spicywintergreen, Western Wintergreen",
9875,Gaultheria humifusa,Yellowstone National Park,225,Vascular Plant,"Alpine Spicywintergreen, Western Wintergreen",
9876,Hulsea heterochroma,Great Smoky Mountains National Park,85,Vascular Plant,"Redray Alpinegold, Redray Hulsea",
9877,Hulsea heterochroma,Yellowstone National Park,250,Vascular Plant,"Redray Alpinegold, Redray Hulsea",
9878,Hulsea heterochroma,Bryce National Park,142,Vascular Plant,"Redray Alpinegold, Redray Hulsea",
9879,Hulsea heterochroma,Yosemite National Park,145,Vascular Plant,"Redray Alpinegold, Redray Hulsea",
9880,Bryohaplocladium virginianum,Yellowstone National Park,226,Nonvascular Plant,Virginia Bryohaplocladium Moss,
9881,Bryohaplocladium virginianum,Yosemite National Park,133,Nonvascular Plant,Virginia Bryohaplocladium Moss,
9882,Bryohaplocladium virginianum,Bryce National Park,104,Nonvascular Plant,Virginia Bryohaplocladium Moss,
9883,Bryohaplocladium virginianum,Great Smoky Mountains National Park,83,Nonvascular Plant,Virginia Bryohaplocladium Moss,
9884,Marmota flaviventris,Yellowstone National Park,205,Mammal,Yellow-Bellied Marmot,
9885,Marmota flaviventris,Great Smoky Mountains National Park,58,Mammal,Yellow-Bellied Marmot,
9886,Marmota flaviventris,Bryce National Park,81,Mammal,Yellow-Bellied Marmot,
9887,Marmota flaviventris,Yosemite National Park,143,Mammal,Yellow-Bellied Marmot,
9888,Pontederia cordata,Yosemite National Park,155,Vascular Plant,Pickerelweed,
9889,Pontederia cordata,Great Smoky Mountains National Park,107,Vascular Plant,Pickerelweed,
9890,Pontederia cordata,Bryce National Park,110,Vascular Plant,Pickerelweed,
9891,Pontederia cordata,Yellowstone National Park,225,Vascular Plant,Pickerelweed,
9892,Phlox drummondii,Yellowstone National Park,231,Vascular Plant,Drummond Phlox,
9893,Phlox drummondii,Great Smoky Mountains National Park,55,Vascular Plant,Drummond Phlox,
9894,Phlox drummondii,Yosemite National Park,157,Vascular Plant,Drummond Phlox,
9895,Phlox drummondii,Bryce National Park,122,Vascular Plant,Drummond Phlox,
9896,Phoradendron villosum,Yellowstone National Park,256,Vascular Plant,Pacific Mistletoe,
9897,Phoradendron villosum,Bryce National Park,56,Vascular Plant,Pacific Mistletoe,
9898,Phoradendron villosum,Great Smoky Mountains National Park,92,Vascular Plant,Pacific Mistletoe,
9899,Phoradendron villosum,Yosemite National Park,115,Vascular Plant,Pacific Mistletoe,
9900,Allium vineale,Great Smoky Mountains National Park,66,Vascular Plant,Field Garlic,
9901,Allium vineale,Yosemite National Park,166,Vascular Plant,Field Garlic,
9902,Allium vineale,Yellowstone National Park,258,Vascular Plant,Field Garlic,
9903,Allium vineale,Bryce National Park,78,Vascular Plant,Field Garlic,
9904,Chrysanthemum leucanthemum,Great Smoky Mountains National Park,46,Vascular Plant,"Oxeye Daisy, Ox-Eye Daisy",
9905,Chrysanthemum leucanthemum,Bryce National Park,89,Vascular Plant,"Oxeye Daisy, Ox-Eye Daisy",
9906,Chrysanthemum leucanthemum,Yellowstone National Park,254,Vascular Plant,"Oxeye Daisy, Ox-Eye Daisy",
9907,Chrysanthemum leucanthemum,Yosemite National Park,164,Vascular Plant,"Oxeye Daisy, Ox-Eye Daisy",
9908,Sisymbrium loeselii,Yosemite National Park,159,Vascular Plant,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",
9909,Sisymbrium loeselii,Bryce National Park,108,Vascular Plant,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",
9910,Sisymbrium loeselii,Great Smoky Mountains National Park,73,Vascular Plant,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",
9911,Sisymbrium loeselii,Yellowstone National Park,227,Vascular Plant,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",
9912,Sorex trowbridgii,Bryce National Park,80,Mammal,Trowbridge's Shrew,
9913,Sorex trowbridgii,Yosemite National Park,140,Mammal,Trowbridge's Shrew,
9914,Sorex trowbridgii,Yellowstone National Park,227,Mammal,Trowbridge's Shrew,
9915,Sorex trowbridgii,Great Smoky Mountains National Park,73,Mammal,Trowbridge's Shrew,
9916,Lomatium dissectum var. dissectum,Yosemite National Park,117,Vascular Plant,Fernleaf Biscuitroot,
9917,Lomatium dissectum var. dissectum,Great Smoky Mountains National Park,87,Vascular Plant,Fernleaf Biscuitroot,
9918,Lomatium dissectum var. dissectum,Yellowstone National Park,236,Vascular Plant,Fernleaf Biscuitroot,
9919,Lomatium dissectum var. dissectum,Bryce National Park,83,Vascular Plant,Fernleaf Biscuitroot,
9920,Oryzomys palustris palustris,Yosemite National Park,118,Mammal,Marsh Rice Rat,
9921,Oryzomys palustris palustris,Bryce National Park,124,Mammal,Marsh Rice Rat,
9922,Oryzomys palustris palustris,Yellowstone National Park,242,Mammal,Marsh Rice Rat,
9923,Oryzomys palustris palustris,Great Smoky Mountains National Park,40,Mammal,Marsh Rice Rat,
9924,Isoetes nuttallii,Yosemite National Park,158,Vascular Plant,Nuttall's Quillwort,
9925,Isoetes nuttallii,Bryce National Park,105,Vascular Plant,Nuttall's Quillwort,
9926,Isoetes nuttallii,Great Smoky Mountains National Park,43,Vascular Plant,Nuttall's Quillwort,
9927,Isoetes nuttallii,Yellowstone National Park,250,Vascular Plant,Nuttall's Quillwort,
9928,Aureolaria laevigata,Yellowstone National Park,244,Vascular Plant,"Downy Yellow Foxglove, Smooth Gerardia",
9929,Aureolaria laevigata,Bryce National Park,63,Vascular Plant,"Downy Yellow Foxglove, Smooth Gerardia",
9930,Aureolaria laevigata,Great Smoky Mountains National Park,95,Vascular Plant,"Downy Yellow Foxglove, Smooth Gerardia",
9931,Aureolaria laevigata,Yosemite National Park,156,Vascular Plant,"Downy Yellow Foxglove, Smooth Gerardia",
9932,Vermivora pinus,Great Smoky Mountains National Park,80,Bird,Blue-Winged Warbler,
9933,Vermivora pinus,Bryce National Park,136,Bird,Blue-Winged Warbler,
9934,Vermivora pinus,Yellowstone National Park,237,Bird,Blue-Winged Warbler,
9935,Vermivora pinus,Yosemite National Park,142,Bird,Blue-Winged Warbler,
9936,Leymus triticoides,Yosemite National Park,169,Vascular Plant,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
9937,Leymus triticoides,Yellowstone National Park,243,Vascular Plant,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
9938,Leymus triticoides,Great Smoky Mountains National Park,94,Vascular Plant,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
9939,Leymus triticoides,Bryce National Park,119,Vascular Plant,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
9940,Chondestes grammacus,Yellowstone National Park,257,Bird,Lark Sparrow,
9941,Chondestes grammacus,Great Smoky Mountains National Park,61,Bird,Lark Sparrow,
9942,Chondestes grammacus,Yosemite National Park,155,Bird,Lark Sparrow,
9943,Chondestes grammacus,Bryce National Park,82,Bird,Lark Sparrow,
9944,Smilax bona-nox,Bryce National Park,85,Vascular Plant,"Catbrier, Saw Greenbrier",
9945,Smilax bona-nox,Yosemite National Park,165,Vascular Plant,"Catbrier, Saw Greenbrier",
9946,Smilax bona-nox,Great Smoky Mountains National Park,56,Vascular Plant,"Catbrier, Saw Greenbrier",
9947,Smilax bona-nox,Yellowstone National Park,272,Vascular Plant,"Catbrier, Saw Greenbrier",
9948,Packera dimorphophylla var. paysonii,Yosemite National Park,146,Vascular Plant,Payson's Groundsel,
9949,Packera dimorphophylla var. paysonii,Bryce National Park,103,Vascular Plant,Payson's Groundsel,
9950,Packera dimorphophylla var. paysonii,Great Smoky Mountains National Park,60,Vascular Plant,Payson's Groundsel,
9951,Packera dimorphophylla var. paysonii,Yellowstone National Park,276,Vascular Plant,Payson's Groundsel,
9952,Frasera speciosa,Great Smoky Mountains National Park,53,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
9953,Frasera speciosa,Yosemite National Park,122,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
9954,Frasera speciosa,Bryce National Park,72,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
9955,Frasera speciosa,Yellowstone National Park,220,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
9956,Ceanothus parvifolius,Bryce National Park,114,Vascular Plant,Littleleaf Ceanothus,
9957,Ceanothus parvifolius,Great Smoky Mountains National Park,74,Vascular Plant,Littleleaf Ceanothus,
9958,Ceanothus parvifolius,Yosemite National Park,177,Vascular Plant,Littleleaf Ceanothus,
9959,Ceanothus parvifolius,Yellowstone National Park,228,Vascular Plant,Littleleaf Ceanothus,
9960,Icteria virens,Great Smoky Mountains National Park,69,Bird,Yellow-Breasted Chat,Species of Concern
9961,Icteria virens,Yosemite National Park,114,Bird,Yellow-Breasted Chat,Species of Concern
9962,Icteria virens,Yellowstone National Park,193,Bird,Yellow-Breasted Chat,Species of Concern
9963,Icteria virens,Bryce National Park,80,Bird,Yellow-Breasted Chat,Species of Concern
9964,Sarcodes sanguinea,Yosemite National Park,133,Vascular Plant,Snowplant,
9965,Sarcodes sanguinea,Bryce National Park,132,Vascular Plant,Snowplant,
